,title,url,price,km,body_type,matic,petrol,location
0,2017 Alfa Romeo Giulietta Super Auto,/cars/details/2017-alfa-romeo-giulietta-super-auto/OAG-AD-21009111/?Cr=0,"$31,900*","21,547 km",Hatch,Automatic,4cyl 1.4L Turbo Petrol,SA
1,2018 Alfa Romeo Giulia Veloce Auto,/cars/details/2018-alfa-romeo-giulia-veloce-auto/OAG-AD-20997418/?Cr=1,"$57,990*","19,120 km",Sedan,Automatic,4cyl 2.0L Turbo Petrol,VIC
2,2021 Alfa Romeo Stelvio Quadrifoglio Auto AWD MY21,/cars/details/2021-alfa-romeo-stelvio-quadrifoglio-auto-awd-my21/OAG-AD-20505031/?Cr=2,"$176,388",Build date Sep 2021,SUV,Automatic,6cyl 2.9L Turbo Petrol,NSW
3,1966 Alfa Romeo Giulia Super Manual,/cars/details/1966-alfa-romeo-giulia-super-manual/OAG-AD-20409644/?Cr=3,"$89,899*","8,325 km",Sedan,Manual,4cyl 1600L Petrol,SA
4,2015 Alfa Romeo Giulietta Distinctive Auto,/cars/details/2015-alfa-romeo-giulietta-distinctive-auto/OAG-AD-20853662/?Cr=4,"$18,999*","51,565 km",Hatch,Automatic,4cyl 1.4L Turbo Petrol,WA
5,1974 Alfa Romeo 2000 GT Veloce Manual,/cars/details/1974-alfa-romeo-2000-gt-veloce-manual/SSE-AD-12755084/?Cr=5,"$72,500*","87,719 km",Coupe,Manual,4cyl 2000L Petrol,QLD
6,2016 Alfa Romeo Giulia Veloce Auto,/cars/details/2016-alfa-romeo-giulia-veloce-auto/OAG-AD-20603382/?Cr=6,"$46,990","72,317 km",Sedan,Automatic,4cyl 2.0L Turbo Petrol,QLD
7,2021 Alfa Romeo Giulia Sport Auto MY21,/cars/details/2021-alfa-romeo-giulia-sport-auto-my21/OAG-AD-20903449/?Cr=7,"$67,274",Build date Feb 2021,Sedan,Automatic,4cyl 2.0L Turbo Petrol,ACT
8,2017 Alfa Romeo Giulia Quadrifoglio Auto,/cars/details/2017-alfa-romeo-giulia-quadrifoglio-auto/OAG-AD-20822804/?Cr=8,"$105,990*","26,352 km",Sedan,Automatic,6cyl 2.9L Turbo Petrol,NSW
9,2022 Alfa Romeo Giulia Quadrifoglio Auto MY22,/cars/details/2022-alfa-romeo-giulia-quadrifoglio-auto-my22/OAG-AD-20955203/?Cr=9,"$160,351",Build date Apr 2022,Sedan,Automatic,6cyl 2.9L Turbo Petrol,WA
10,2017 Alfa Romeo Giulietta Super Auto,/cars/details/2017-alfa-romeo-giulietta-super-auto/OAG-AD-20794100/?Cr=12,"$32,290*","50,200 km",Hatch,Automatic,4cyl 1.4L Turbo Petrol,NSW
11,2021 Alfa Romeo Stelvio Sport Auto AWD MY21,/cars/details/2021-alfa-romeo-stelvio-sport-auto-awd-my21/OAG-AD-20813439/?Cr=13,"$74,760",Build date Apr 2021,SUV,Automatic,4cyl 2.0L Turbo Petrol,VIC
12,2015 Alfa Romeo Giulietta Distinctive Auto,/cars/details/2015-alfa-romeo-giulietta-distinctive-auto/SSE-AD-13076646/?Cr=14,"$24,500*","32,000 km",Hatch,Automatic,4cyl 1.4L Turbo Petrol,VIC
13,2017 Alfa Romeo Giulia Quadrifoglio Auto,/cars/details/2017-alfa-romeo-giulia-quadrifoglio-auto/OAG-AD-20762221/?Cr=15,"$107,990*","49,203 km",Sedan,Automatic,6cyl 2.9L Turbo Petrol,VIC
14,2022 Alfa Romeo Giulia Veloce Auto MY22,/cars/details/2022-alfa-romeo-giulia-veloce-auto-my22/OAG-AD-21000541/?Cr=16,"$78,900",Build date Apr 2022,Sedan,Automatic,4cyl 2.0L Turbo Petrol,QLD
15,2013 Alfa Romeo Giulietta Distinctive JTD-M Auto MY13,/cars/details/2013-alfa-romeo-giulietta-distinctive-jtd-m-auto-my13/OAG-AD-20822904/?Cr=17,"$14,990*","92,396 km",Hatch,Automatic,4cyl 2.0L Turbo Diesel,NSW
16,2022 Alfa Romeo Giulia Veloce Auto MY22,/cars/details/2022-alfa-romeo-giulia-veloce-auto-my22/OAG-AD-21000495/?Cr=18,"$80,900",Build date Apr 2022,Sedan,Automatic,4cyl 2.0L Turbo Petrol,VIC
17,2022 Alfa Romeo Stelvio Veloce Auto AWD MY22,/cars/details/2022-alfa-romeo-stelvio-veloce-auto-awd-my22/OAG-AD-21000590/?Cr=24,"$95,700",Build date Apr 2022,SUV,Automatic,4cyl 2.0L Turbo Petrol,NSW
18,2022 Alfa Romeo Stelvio Quadrifoglio Auto AWD MY22,/cars/details/2022-alfa-romeo-stelvio-quadrifoglio-auto-awd-my22/OAG-AD-20938344/?Cr=25,"$175,888",Build date Apr 2022,SUV,Automatic,6cyl 2.9L Turbo Petrol,NSW
19,2022 Alfa Romeo Stelvio Veloce Auto AWD MY22,/cars/details/2022-alfa-romeo-stelvio-veloce-auto-awd-my22/OAG-AD-21000672/?Cr=26,"$90,900",Build date Apr 2022,SUV,Automatic,4cyl 2.0L Turbo Petrol,VIC
20,2018 Alfa Romeo 4C Auto,/cars/details/2018-alfa-romeo-4c-auto/OAG-AD-20764332/?Cr=27,"$119,990*","14,765 km",Coupe,Automatic,4cyl 1.7L Turbo Petrol,NSW
21,2022 Alfa Romeo Stelvio Veloce Auto AWD MY22,/cars/details/2022-alfa-romeo-stelvio-veloce-auto-awd-my22/OAG-AD-21000569/?Cr=28,"$93,900",Build date Apr 2022,SUV,Automatic,4cyl 2.0L Turbo Petrol,VIC
22,2021 Alfa Romeo Stelvio Quadrifoglio Auto AWD MY21,/cars/details/2021-alfa-romeo-stelvio-quadrifoglio-auto-awd-my21/OAG-AD-19997457/?Cr=29,"$165,584",Build date Apr 2021,SUV,Automatic,6cyl 2.9L Turbo Petrol,QLD
23,2015 Alfa Romeo Giulietta Quadrifoglio Verde Auto,/cars/details/2015-alfa-romeo-giulietta-quadrifoglio-verde-auto/SSE-AD-13404782/?Cr=36,"$25,900*","64,000 km",Hatch,Automatic,4cyl 1.8L Turbo Petrol,SA
24,2008 Alfa Romeo 147 Selespeed Auto MY05,/cars/details/2008-alfa-romeo-147-selespeed-auto-my05/OAG-AD-21004649/?Cr=37,"$12,999","45,037 km",Hatch,Automatic,4cyl 2.0L Petrol,QLD
25,2019 Alfa Romeo Stelvio Auto AWD,/cars/details/2019-alfa-romeo-stelvio-auto-awd/OAG-AD-20796307/?Cr=38,"$51,888","63,199 km",SUV,Automatic,4cyl 2.2L Turbo Diesel,VIC
26,2022 Alfa Romeo Stelvio Veloce Auto AWD MY22,/cars/details/2022-alfa-romeo-stelvio-veloce-auto-awd-my22/OAG-AD-20931851/?Cr=39,"$94,888",20 km,SUV,Automatic,4cyl 2.0L Turbo Petrol,NSW
27,2005 Alfa Romeo 147 GTA Monza Auto,/cars/details/2005-alfa-romeo-147-gta-monza-auto/SSE-AD-12144911/?Cr=40,"$20,800*","162,000 km",Hatch,Automatic,6cyl 3.2L Petrol,NSW
28,2021 Alfa Romeo Stelvio Veloce Auto AWD MY21,/cars/details/2021-alfa-romeo-stelvio-veloce-auto-awd-my21/OAG-AD-20526005/?Cr=41,"$89,990","2,050 km",SUV,Automatic,4cyl 2.0L Turbo Petrol,VIC
29,2020 Alfa Romeo Giulia Sport Auto MY20,/cars/details/2020-alfa-romeo-giulia-sport-auto-my20/OAG-AD-20892705/?Cr=42,"$66,370",Build date Dec 2020,Sedan,Automatic,4cyl 2.0L Turbo Petrol,QLD
30,2014 Alfa Romeo Giulietta Distinctive Auto,/cars/details/2014-alfa-romeo-giulietta-distinctive-auto/OAG-AD-20787590/?Cr=43,"$11,990","120,001 km",Hatch,Automatic,4cyl 1.4L Turbo Petrol,VIC
31,2019 Alfa Romeo Giulia Quadrifoglio Auto MY19,/cars/details/2019-alfa-romeo-giulia-quadrifoglio-auto-my19/OAG-AD-20694839/?Cr=44,"$103,800","47,500 km",Sedan,Automatic,6cyl 2.9L Turbo Petrol,VIC
32,2018 Alfa Romeo Stelvio Auto AWD,/cars/details/2018-alfa-romeo-stelvio-auto-awd/OAG-AD-20814336/?Cr=45,"$54,888*","38,825 km",SUV,Automatic,4cyl 2.0L Turbo Petrol,VIC
33,2022 Alfa Romeo Stelvio Veloce Auto AWD MY22,/cars/details/2022-alfa-romeo-stelvio-veloce-auto-awd-my22/OAG-AD-20948652/?Cr=46,"$97,990",586 km,SUV,Automatic,4cyl 2.0L Turbo Petrol,VIC
34,2019 Alfa Romeo Stelvio Auto AWD,/cars/details/2019-alfa-romeo-stelvio-auto-awd/OAG-AD-20713341/?Cr=48,"$53,999*","28,740 km",SUV,Automatic,4cyl 2.2L Turbo Diesel,WA
35,2018 Alfa Romeo Giulia Auto,/cars/details/2018-alfa-romeo-giulia-auto/OAG-AD-20927507/?Cr=49,"$39,888","36,585 km",Sedan,Automatic,4cyl 2.0L Turbo Petrol,VIC
36,2018 Alfa Romeo Stelvio Ti Auto AWD,/cars/details/2018-alfa-romeo-stelvio-ti-auto-awd/OAG-AD-20990765/?Cr=50,"$59,800*","41,833 km",SUV,Automatic,4cyl 2.0L Turbo Petrol,QLD
37,1959 Alfa Romeo Giulietta Sprint Manual,/cars/details/1959-alfa-romeo-giulietta-sprint-manual/OAG-AD-20859472/?Cr=51,"$124,995*","28,513 km",Coupe,Manual,4cyl 1.3L Petrol,NSW
38,2011 Alfa Romeo Giulietta QV Manual,/cars/details/2011-alfa-romeo-giulietta-qv-manual/SSE-AD-13181536/?Cr=52,"$10,700*","126,100 km",Hatch,Manual,4cyl 1.7L Turbo Petrol,NSW
39,2015 Alfa Romeo Giulietta Distinctive Auto,/cars/details/2015-alfa-romeo-giulietta-distinctive-auto/OAG-AD-20941523/?Cr=53,"$24,990","109,413 km",Hatch,Automatic,4cyl 1.4L Turbo Petrol,QLD
40,2022 Alfa Romeo Giulia Veloce Auto MY22,/cars/details/2022-alfa-romeo-giulia-veloce-auto-my22/OAG-AD-21000485/?Cr=54,"$83,900",Build date Apr 2022,Sedan,Automatic,4cyl 2.0L Turbo Petrol,SA
41,2021 Alfa Romeo Giulia Sport Auto MY21,/cars/details/2021-alfa-romeo-giulia-sport-auto-my21/OAG-AD-20813401/?Cr=55,"$64,950",Build date Dec 2020,Sedan,Automatic,4cyl 2.0L Turbo Petrol,NSW
42,2017 Alfa Romeo Stelvio First Edition Auto AWD,/cars/details/2017-alfa-romeo-stelvio-first-edition-auto-awd/OAG-AD-20813234/?Cr=56,"$51,900*","60,588 km",SUV,Automatic,4cyl 2.0L Turbo Petrol,WA
43,1965 Alfa Romeo 2600 Sprint Manual,/cars/details/1965-alfa-romeo-2600-sprint-manual/SSE-AD-7320384/?Cr=60,"$135,000*","61,883 km",Coupe,Manual,6cyl 2600L Petrol,WA
44,2014 Alfa Romeo Giulietta Progression Auto,/cars/details/2014-alfa-romeo-giulietta-progression-auto/OAG-AD-20811573/?Cr=61,"$19,990*","92,247 km",Hatch,Automatic,4cyl 1.4L Turbo Petrol,VIC
45,2019 Alfa Romeo Stelvio Quadrifoglio Auto AWD,/cars/details/2019-alfa-romeo-stelvio-quadrifoglio-auto-awd/OAG-AD-20986245/?Cr=62,"$117,990*","22,500 km",SUV,Automatic,6cyl 2.9L Turbo Petrol,WA
46,2022 Alfa Romeo Giulia Veloce Auto MY22,/cars/details/2022-alfa-romeo-giulia-veloce-auto-my22/OAG-AD-20935236/?Cr=63,"$84,855",Build date Apr 2022,Sedan,Automatic,4cyl 2.0L Turbo Petrol,QLD
47,2010 Alfa Romeo MiTo Manual,/cars/details/2010-alfa-romeo-mito-manual/OAG-AD-20866322/?Cr=64,"$8,650*","112,185 km",Hatch,Manual,4cyl 1.4L Turbo Petrol,NSW
48,2022 Alfa Romeo Giulia Veloce Auto MY22,/cars/details/2022-alfa-romeo-giulia-veloce-auto-my22/OAG-AD-21000558/?Cr=65,"$84,900",Build date Apr 2022,Sedan,Automatic,4cyl 2.0L Turbo Petrol,QLD
49,2021 Alfa Romeo Stelvio Veloce Auto AWD MY21,/cars/details/2021-alfa-romeo-stelvio-veloce-auto-awd-my21/OAG-AD-20876371/?Cr=66,"$82,888*","2,975 km",SUV,Automatic,4cyl 2.0L Turbo Petrol,SA
50,2018 Alfa Romeo Stelvio Ti Auto AWD,/cars/details/2018-alfa-romeo-stelvio-ti-auto-awd/OAG-AD-21010441/?Cr=67,"$60,900*","29,727 km",SUV,Automatic,4cyl 2.0L Turbo Petrol,QLD
51,2006 Alfa Romeo 159 JTD Manual,/cars/details/2006-alfa-romeo-159-jtd-manual/SSE-AD-13394445/?Cr=68,"$8,500*","196,000 km",Sedan,Manual,5cyl 2.4L Turbo Diesel,QLD
52,2017 Alfa Romeo Giulia Super Auto,/cars/details/2017-alfa-romeo-giulia-super-auto/OAG-AD-20964666/?Cr=69,"$38,800*","72,300 km",Sedan,Automatic,4cyl 2.0L Turbo Petrol,NSW
53,2021 Alfa Romeo Stelvio Veloce Auto AWD MY21,/cars/details/2021-alfa-romeo-stelvio-veloce-auto-awd-my21/OAG-AD-20233839/?Cr=72,"$77,990",200 km,SUV,Automatic,4cyl 2.0L Turbo Petrol,QLD
54,2013 Alfa Romeo Giulietta Distinctive Auto MY12,/cars/details/2013-alfa-romeo-giulietta-distinctive-auto-my12/OAG-AD-20968927/?Cr=73,"$17,590*","35,030 km",Hatch,Automatic,4cyl 1.4L Turbo Petrol,QLD
55,2013 Alfa Romeo MiTo Progression Auto,/cars/details/2013-alfa-romeo-mito-progression-auto/OAG-AD-20613982/?Cr=74,"$11,850","66,469 km",Hatch,Automatic,4cyl 1.4L Turbo Petrol,VIC
56,2019 Alfa Romeo Stelvio Quadrifoglio Auto AWD,/cars/details/2019-alfa-romeo-stelvio-quadrifoglio-auto-awd/OAG-AD-20920459/?Cr=75,"$116,980*","5,565 km",SUV,Automatic,6cyl 2.9L Turbo Petrol,SA
57,1970 Alfa Romeo 1750 GT Veloce Manual,/cars/details/1970-alfa-romeo-1750-gt-veloce-manual/OAG-AD-20905677/?Cr=76,"$149,995*","91,947 km",Coupe,Manual,4cyl 1750L Petrol,NSW
58,2022 Alfa Romeo Stelvio Veloce Auto AWD MY22,/cars/details/2022-alfa-romeo-stelvio-veloce-auto-awd-my22/OAG-AD-20867517/?Cr=77,Enquire for price*,SUV,Automatic,4cyl 2.0L Turbo Petrol,4cyl 1.4L Turbo Petrol,VIC
59,2015 Alfa Romeo MiTo Distinctive Auto,/cars/details/2015-alfa-romeo-mito-distinctive-auto/OAG-AD-20965761/?Cr=78,"$15,500*","40,970 km",Hatch,Automatic,4cyl 2.0L Turbo Petrol,QLD
60,2022 Alfa Romeo Stelvio Veloce Auto AWD MY22,/cars/details/2022-alfa-romeo-stelvio-veloce-auto-awd-my22/OAG-AD-20939406/?Cr=79,"$96,291",Build date Apr 2022,SUV,Automatic,4cyl 2.0L Turbo Petrol,SA
61,2021 Alfa Romeo Stelvio Veloce Auto AWD MY21,/cars/details/2021-alfa-romeo-stelvio-veloce-auto-awd-my21/OAG-AD-20957746/?Cr=80,"$87,900",786 km,SUV,Automatic,4cyl 2.0L Turbo Petrol,VIC
62,2018 Alfa Romeo Giulia Veloce Auto,/cars/details/2018-alfa-romeo-giulia-veloce-auto/SSE-AD-13315362/?Cr=81,"$55,000*","48,436 km",Sedan,Automatic,4cyl 2.0L Turbo Petrol,SA
63,2022 Alfa Romeo Giulia Quadrifoglio Auto MY22,/cars/details/2022-alfa-romeo-giulia-quadrifoglio-auto-my22/SHRM-AD-6293477/?Cr=84,"$166,478",Sedan,Automatic,6cyl 2.9L Turbo Petrol,4cyl 1.4L Turbo Petrol,SA
64,2016 Alfa Romeo Giulietta Progression Manual,/cars/details/2016-alfa-romeo-giulietta-progression-manual/SSE-AD-6106374/?Cr=85,"$23,700*","30,000 km",Hatch,Manual,4cyl 2.0L Turbo Petrol,VIC
65,2022 Alfa Romeo Stelvio Quadrifoglio Auto AWD MY22,/cars/details/2022-alfa-romeo-stelvio-quadrifoglio-auto-awd-my22/SHRM-AD-6293467/?Cr=86,"$181,738",SUV,Automatic,6cyl 2.9L Turbo Petrol,4cyl 2.0L Turbo Petrol,TAS
66,2021 Alfa Romeo Giulia Sport Auto MY21,/cars/details/2021-alfa-romeo-giulia-sport-auto-my21/SHRM-AD-6287234/?Cr=87,"$73,086",Sedan,Automatic,4cyl 2.0L Turbo Petrol,4cyl 1.75L Turbo Petrol,NSW
67,2021 Alfa Romeo Stelvio Sport Auto AWD MY21,/cars/details/2021-alfa-romeo-stelvio-sport-auto-awd-my21/OAG-AD-20567969/?Cr=88,"$74,990","1,753 km",SUV,Automatic,4cyl 1.7L Turbo Petrol,VIC
68,2022 Alfa Romeo Giulia Veloce Auto MY22,/cars/details/2022-alfa-romeo-giulia-veloce-auto-my22/OAG-AD-20948862/?Cr=89,"$86,990",Build date Apr 2022,Sedan,Automatic,6cyl 3.0L Petrol,NSW
69,2016 Alfa Romeo Giulietta Veloce Auto,/cars/details/2016-alfa-romeo-giulietta-veloce-auto/OAG-AD-20990250/?Cr=90,"$31,990*","79,880 km",Hatch,Automatic,6cyl 3.0L Petrol,VIC
70,2021 Alfa Romeo Giulia Veloce Auto MY21,/cars/details/2021-alfa-romeo-giulia-veloce-auto-my21/SHRM-AD-6287226/?Cr=96,"$81,631",Sedan,Automatic,4cyl 2.0L Turbo Petrol,4cyl 2.0L Turbo Petrol,NSW
71,2016 Alfa Romeo Giulia Super Auto,/cars/details/2016-alfa-romeo-giulia-super-auto/OAG-AD-20613715/?Cr=97,"$49,990*","16,279 km",Sedan,Automatic,6cyl 3.2L Petrol,NSW
72,2004 Alfa Romeo 147 GTA Selespeed Auto,/cars/details/2004-alfa-romeo-147-gta-selespeed-auto/SSE-AD-12262506/?Cr=98,"$17,000*","173,500 km",Hatch,Automatic,4cyl 2.0L Turbo Petrol,VIC
73,2021 Alfa Romeo Giulia Sport Auto MY21,/cars/details/2021-alfa-romeo-giulia-sport-auto-my21/OAG-AD-20617454/?Cr=99,"$71,990","4,779 km",Sedan,Automatic,6cyl 2.9L Turbo Petrol,NSW
74,2022 Alfa Romeo Giulia Veloce Auto MY22,/cars/details/2022-alfa-romeo-giulia-veloce-auto-my22/SHRM-AD-594544/?Cr=100,"$81,253",Sedan,Automatic,4cyl 2.0L Turbo Petrol,4cyl 2.2L Petrol,VIC
75,2017 Alfa Romeo Giulia Quadrifoglio Auto,/cars/details/2017-alfa-romeo-giulia-quadrifoglio-auto/SSE-AD-13391503/?Cr=101,"$99,000*","48,000 km",Sedan,Automatic,4cyl 1.4L Turbo Petrol,TAS
76,2022 Alfa Romeo Giulia Quadrifoglio Auto MY22,/cars/details/2022-alfa-romeo-giulia-quadrifoglio-auto-my22/SHRM-AD-6293473/?Cr=108,"$168,658",Sedan,Automatic,6cyl 2.9L Turbo Petrol,4cyl 1.75L Turbo Petrol,VIC
77,2017 Alfa Romeo Giulietta Veloce Auto,/cars/details/2017-alfa-romeo-giulietta-veloce-auto/SSE-AD-13396574/?Cr=109,"$32,500*","75,600 km",Hatch,Automatic,4cyl 1.7L Turbo Petrol,WA
78,2021 Alfa Romeo Giulia Sport Auto MY21,/cars/details/2021-alfa-romeo-giulia-sport-auto-my21/SHRM-AD-6287233/?Cr=110,"$73,086",Sedan,Automatic,4cyl 2.0L Turbo Petrol,4cyl 2.0L Turbo Petrol,VIC
79,2021 Alfa Romeo Giulia Veloce Auto MY21,/cars/details/2021-alfa-romeo-giulia-veloce-auto-my21/SHRM-AD-6287227/?Cr=111,"$81,631",Sedan,Automatic,4cyl 2.0L Turbo Petrol,4cyl 2.0L Turbo Petrol,QLD
80,2021 Alfa Romeo Stelvio Sport Auto AWD MY21,/cars/details/2021-alfa-romeo-stelvio-sport-auto-awd-my21/SHRM-AD-6287277/?Cr=120,"$79,836",SUV,Automatic,4cyl 2.0L Turbo Petrol,6cyl 2.9L Turbo Petrol,VIC
81,2021 Alfa Romeo Stelvio Sport Auto AWD MY21,/cars/details/2021-alfa-romeo-stelvio-sport-auto-awd-my21/SHRM-AD-6287275/?Cr=121,"$79,836",SUV,Automatic,4cyl 2.0L Turbo Petrol,6cyl 2.9L Turbo Petrol,NSW
82,2019 Alfa Romeo Stelvio Quadrifoglio Auto AWD,/cars/details/2019-alfa-romeo-stelvio-quadrifoglio-auto-awd/OAG-AD-20929458/?Cr=122,"$106,705","63,120 km",SUV,Automatic,4cyl 1.8L Turbo Petrol,NSW
83,2017 Alfa Romeo Giulia Quadrifoglio Auto,/cars/details/2017-alfa-romeo-giulia-quadrifoglio-auto/OAG-AD-20666174/?Cr=123,"$89,888*","75,149 km",Sedan,Automatic,4cyl 1.75L Turbo Petrol,VIC
84,2015 Alfa Romeo Giulietta Quadrifoglio Verde Auto,/cars/details/2015-alfa-romeo-giulietta-quadrifoglio-verde-auto/OAG-AD-20989517/?Cr=124,"$23,888*","72,738 km",Hatch,Automatic,4cyl 2.0L Petrol,NSW
85,2017 Alfa Romeo Giulietta Veloce Auto,/cars/details/2017-alfa-romeo-giulietta-veloce-auto/OAG-AD-20556859/?Cr=125,"$27,888","82,601 km",Hatch,Automatic,6cyl 3.2L Petrol,VIC
86,2021 Alfa Romeo Giulia Quadrifoglio Auto MY21,/cars/details/2021-alfa-romeo-giulia-quadrifoglio-auto-my21/SHRM-AD-6287222/?Cr=126,"$154,827",Sedan,Automatic,6cyl 2.9L Turbo Petrol,4cyl 2.2L Petrol,VIC
87,2021 Alfa Romeo Stelvio Quadrifoglio Auto AWD MY21,/cars/details/2021-alfa-romeo-stelvio-quadrifoglio-auto-awd-my21/SHRM-AD-6287267/?Cr=132,"$168,757",SUV,Automatic,6cyl 2.9L Turbo Petrol,4cyl 2.0L Turbo Petrol,NSW
88,2022 Alfa Romeo Stelvio Quadrifoglio Auto AWD MY22,/cars/details/2022-alfa-romeo-stelvio-quadrifoglio-auto-awd-my22/SHRM-AD-6293469/?Cr=133,"$177,378",SUV,Automatic,6cyl 2.9L Turbo Petrol,4cyl 1.5L Petrol,ACT
89,2021 Alfa Romeo Giulia Quadrifoglio Auto MY21,/cars/details/2021-alfa-romeo-giulia-quadrifoglio-auto-my21/SHRM-AD-6287218/?Cr=144,"$156,753",Sedan,Automatic,6cyl 2.9L Turbo Petrol,4cyl 1.4L Turbo Petrol,VIC
90,2021 Alfa Romeo Giulia Sport Auto MY21,/cars/details/2021-alfa-romeo-giulia-sport-auto-my21/SHRM-AD-6287230/?Cr=145,"$73,086",Sedan,Automatic,4cyl 2.0L Turbo Petrol,4cyl 1.7L Turbo Petrol,VIC
91,2021 Alfa Romeo Giulia Veloce Auto MY21,/cars/details/2021-alfa-romeo-giulia-veloce-auto-my21/SHRM-AD-6287225/?Cr=146,"$81,631",Sedan,Automatic,4cyl 2.0L Turbo Petrol,4cyl 2.0L Turbo Petrol,VIC
92,2015 Alfa Romeo Giulietta Distinctive Auto,/cars/details/2015-alfa-romeo-giulietta-distinctive-auto/OAG-AD-20870563/?Cr=147,"$22,690*","59,021 km",Hatch,Automatic,4cyl 2000L Petrol,NSW
93,2021 Alfa Romeo Stelvio Veloce Auto AWD MY21,/cars/details/2021-alfa-romeo-stelvio-veloce-auto-awd-my21/SHRM-AD-6287272/?Cr=156,"$89,953",SUV,Automatic,4cyl 2.0L Turbo Petrol,4cyl 2.2L Petrol,VIC
94,2021 Alfa Romeo Giulia Sport Auto MY21,/cars/details/2021-alfa-romeo-giulia-sport-auto-my21/SHRM-AD-6287236/?Cr=157,"$71,643",Sedan,Automatic,4cyl 2.0L Turbo Petrol,4cyl 1.8L Turbo Petrol,ACT
95,2021 Alfa Romeo Stelvio Quadrifoglio Auto AWD MY21,/cars/details/2021-alfa-romeo-stelvio-quadrifoglio-auto-awd-my21/SHRM-AD-6287271/?Cr=158,"$166,427",SUV,Automatic,6cyl 2.9L Turbo Petrol,4cyl 1750L Petrol,QLD
96,2021 Alfa Romeo Giulia Sport Auto MY21,/cars/details/2021-alfa-romeo-giulia-sport-auto-my21/SHRM-AD-6287231/?Cr=159,"$73,086",Sedan,Automatic,4cyl 2.0L Turbo Petrol,4cyl 1.4L Turbo Petrol,NSW
97,2021 Alfa Romeo Stelvio Sport Auto AWD MY21,/cars/details/2021-alfa-romeo-stelvio-sport-auto-awd-my21/SHRM-AD-6287281/?Cr=168,"$78,084",SUV,Automatic,4cyl 2.0L Turbo Petrol,4cyl 2.0L Turbo Petrol,QLD
98,2018 Alfa Romeo Giulia Veloce Auto,/cars/details/2018-alfa-romeo-giulia-veloce-auto/OAG-AD-20647026/?Cr=169,"$54,990*","24,497 km",Sedan,Automatic,4cyl 1.4L Turbo Petrol,NSW
99,2021 Alfa Romeo Stelvio Veloce Auto AWD MY21,/cars/details/2021-alfa-romeo-stelvio-veloce-auto-awd-my21/SHRM-AD-6287273/?Cr=170,"$89,953",SUV,Automatic,4cyl 2.0L Turbo Petrol,4cyl 1.4L Turbo Petrol,VIC
100,2022 Alfa Romeo Stelvio Quadrifoglio Auto AWD MY22,/cars/details/2022-alfa-romeo-stelvio-quadrifoglio-auto-awd-my22/SHRM-AD-6293466/?Cr=171,"$179,726",SUV,Automatic,6cyl 2.9L Turbo Petrol,4cyl 2.0L Turbo Petrol,QLD
101,2022 Alfa Romeo Stelvio Quadrifoglio Auto AWD MY22,/cars/details/2022-alfa-romeo-stelvio-quadrifoglio-auto-awd-my22/SHRM-AD-6293468/?Cr=172,"$179,726",SUV,Automatic,6cyl 2.9L Turbo Petrol,6cyl 2.9L Turbo Petrol,VIC
102,2015 Alfa Romeo MiTo Distinctive Auto,/cars/details/2015-alfa-romeo-mito-distinctive-auto/SSE-AD-13215607/?Cr=173,"$15,999*","32,790 km",Hatch,Automatic,4cyl 2.0L Turbo Petrol,VIC
103,2018 Alfa Romeo Stelvio Auto AWD,/cars/details/2018-alfa-romeo-stelvio-auto-awd/OAG-AD-20710833/?Cr=180,"$52,890*","43,956 km",SUV,Automatic,4cyl 2.0L Turbo Petrol,QLD
104,2018 Alfa Romeo Giulietta Veloce Auto,/cars/details/2018-alfa-romeo-giulietta-veloce-auto/OAG-AD-20727255/?Cr=181,"$37,190*","25,173 km",Hatch,Automatic,4cyl 1.75L Turbo Petrol,VIC
105,2017 Alfa Romeo Giulietta Veloce Auto,/cars/details/2017-alfa-romeo-giulietta-veloce-auto/OAG-AD-20940406/?Cr=182,"$29,800*","64,329 km",Hatch,Automatic,4cyl 1.75L Turbo Petrol,VIC
106,2022 Alfa Romeo Stelvio Veloce Auto AWD MY22,/cars/details/2022-alfa-romeo-stelvio-veloce-auto-awd-my22/OAG-AD-20948403/?Cr=183,"$95,990",120 km,SUV,Automatic,4cyl 2.0L Turbo Petrol,VIC
107,2015 Alfa Romeo Giulietta Quadrifoglio Verde Launch Edition Auto,/cars/details/2015-alfa-romeo-giulietta-quadrifoglio-verde-launch-edition-auto/OAG-AD-20963734/?Cr=184,"$29,990","60,763 km",Hatch,Automatic,4cyl 1.8L Turbo Petrol,VIC
108,2011 Alfa Romeo Brera 1750 TBi Manual MY11,/cars/details/2011-alfa-romeo-brera-1750-tbi-manual-my11/SSE-AD-13018716/?Cr=185,"$42,000*","25,000 km",Coupe,Manual,4cyl 1.7L Turbo Petrol,VIC
109,2017 Alfa Romeo Giulia Veloce Auto,/cars/details/2017-alfa-romeo-giulia-veloce-auto/OAG-AD-20854400/?Cr=186,"$54,888","44,658 km",Sedan,Automatic,4cyl 2.0L Turbo Petrol,VIC
110,2022 Alfa Romeo Stelvio Veloce Auto AWD MY22,/cars/details/2022-alfa-romeo-stelvio-veloce-auto-awd-my22/OAG-AD-20948404/?Cr=187,"$99,990",20 km,SUV,Automatic,4cyl 2.0L Turbo Petrol,VIC
